LATITUDE,LONGITUDE,LOCATION
40.656273,-73.90731,"(40.656273, -73.90731)"
40.693462,-73.965485,"(40.693462, -73.965485)"
40.66725,-73.88799,"(40.66725, -73.88799)"
40.844105,-73.923065,"(40.844105, -73.923065)"
40.651707,-73.93121,"(40.651707, -73.93121)"
40.680496,-73.821365,"(40.680496, -73.821365)"
40.834415,-73.92854,"(40.834415, -73.92854)"
40.7357,-73.90377,"(40.7357, -73.90377)"
40.771038,-73.83413,"(40.771038, -73.83413)"
40.69484,-73.98391,"(40.69484, -73.98391)"
40.785774,-73.97052,"(40.785774, -73.97052)"
40.733017,-73.8852,"(40.733017, -73.8852)"
40.709023,-73.757835,"(40.709023, -73.757835)"
40.692886,-73.832184,"(40.692886, -73.832184)"
40.620487,-74.029305,"(40.620487, -74.029305)"
40.618595,-73.99847,"(40.618595, -73.99847)"
40.803787,-73.953896,"(40.803787, -73.953896)"
40.82319,-73.889496,"(40.82319, -73.889496)"
40.680088,-73.94398,"(40.680088, -73.94398)"
40.827927,-73.90094,"(40.827927, -73.90094)"
40.65342,-73.88898,"(40.65342, -73.88898)"
40.66895,-73.9339,"(40.66895, -73.9339)"
40.879055,-73.87439,"(40.879055, -73.87439)"
40.67043,-73.928185,"(40.67043, -73.928185)"
40.875874,-73.84989,"(40.875874, -73.84989)"
40.675037,-73.930534,"(40.675037, -73.930534)"
40.767582,-73.9109,"(40.767582, -73.9109)"
40.734352,-74.00849,"(40.734352, -74.00849)"
,,
40.63083,-73.90736,"(40.63083, -73.90736)"
40.63532,-73.95033,"(40.63532, -73.95033)"
40.714073,-73.95087,"(40.714073, -73.95087)"
40.702194,-73.93587,"(40.702194, -73.93587)"
40.764362,-73.96162,"(40.764362, -73.96162)"
40.69496,-73.946236,"(40.69496, -73.946236)"
40.79656,-73.97226,"(40.79656, -73.97226)"
40.805016,-73.92109,"(40.805016, -73.92109)"
40.66406,-73.73846,"(40.66406, -73.73846)"
40.7963,-73.93829,"(40.7963, -73.93829)"
40.66563,-73.73921,"(40.66563, -73.73921)"
40.680477,-73.7921,"(40.680477, -73.7921)"
40.737785,-73.93496,"(40.737785, -73.93496)"
40.778606,-73.98163,"(40.778606, -73.98163)"
40.75868,-73.87552,"(40.75868, -73.87552)"
40.856045,-73.90079,"(40.856045, -73.90079)"
40.880257,-73.843864,"(40.880257, -73.843864)"
40.60677,-73.759575,"(40.60677, -73.759575)"
40.695683,-73.741875,"(40.695683, -73.741875)"
,,
40.667236,-73.770004,"(40.667236, -73.770004)"
40.8351,-73.8825,"(40.8351, -73.8825)"
40.633682,-73.89868,"(40.633682, -73.89868)"
40.698116,-73.977325,"(40.698116, -73.977325)"
40.84747,-73.89134,"(40.84747, -73.89134)"
40.8047,-73.91243,"(40.8047, -73.91243)"
40.762676,-73.954346,"(40.762676, -73.954346)"
40.7158,-73.824486,"(40.7158, -73.824486)"
40.75584,-73.99238,"(40.75584, -73.99238)"
40.875942,-73.83304,"(40.875942, -73.83304)"
40.772102,-73.763954,"(40.772102, -73.763954)"
40.681602,-73.95855,"(40.681602, -73.95855)"
40.62677,-73.946884,"(40.62677, -73.946884)"
40.707493,-73.94153,"(40.707493, -73.94153)"
40.8252,-73.867714,"(40.8252, -73.867714)"
40.854115,-73.89091,"(40.854115, -73.89091)"
,,
40.768875,-73.94898,"(40.768875, -73.94898)"
40.629707,-73.90486,"(40.629707, -73.90486)"
40.72654,-73.71589,"(40.72654, -73.71589)"
40.634415,-74.08535,"(40.634415, -74.08535)"
40.889362,-73.83446,"(40.889362, -73.83446)"
40.66937,-73.89523,"(40.66937, -73.89523)"
40.89466,-73.86137,"(40.89466, -73.86137)"
40.669067,-73.9878,"(40.669067, -73.9878)"
,,
40.681484,-73.85049,"(40.681484, -73.85049)"
40.82433,-73.874374,"(40.82433, -73.874374)"
40.856606,-73.92841,"(40.856606, -73.92841)"
40.65785,-73.91648,"(40.65785, -73.91648)"
40.62764,-73.89022,"(40.62764, -73.89022)"
40.58401,-73.98587,"(40.58401, -73.98587)"
40.71791,-73.95341,"(40.71791, -73.95341)"
40.780437,-73.94989,"(40.780437, -73.94989)"
40.73973,-73.70625,"(40.73973, -73.70625)"
40.7952,-73.94623,"(40.7952, -73.94623)"
40.694794,-73.98246,"(40.694794, -73.98246)"
40.614063,-74.01393,"(40.614063, -74.01393)"
40.715702,-73.95579,"(40.715702, -73.95579)"
40.633152,-73.97762,"(40.633152, -73.97762)"
40.612736,-74.01172,"(40.612736, -74.01172)"
40.70166,-73.961464,"(40.70166, -73.961464)"
40.80641,-73.94227,"(40.80641, -73.94227)"
40.762234,-73.98987,"(40.762234, -73.98987)"
40.863647,-73.8918,"(40.863647, -73.8918)"
40.576626,-73.98478,"(40.576626, -73.98478)"
40.60118,-73.99098,"(40.60118, -73.99098)"
40.64721,-74.01531,"(40.64721, -74.01531)"
,,
40.681145,-73.7923,"(40.681145, -73.7923)"
40.57529,-73.97655,"(40.57529, -73.97655)"
40.786,-73.84574,"(40.786, -73.84574)"
40.601128,-73.997086,"(40.601128, -73.997086)"
40.827923,-73.93483,"(40.827923, -73.93483)"
40.805824,-73.954636,"(40.805824, -73.954636)"
40.642776,-74.02003,"(40.642776, -74.02003)"
40.86674,-73.92873,"(40.86674, -73.92873)"
,,
,,
40.571625,-74.11192,"(40.571625, -74.11192)"
40.678375,-73.9265,"(40.678375, -73.9265)"
40.74209,-73.984985,"(40.74209, -73.984985)"
40.81228,-73.90941,"(40.81228, -73.90941)"
40.604195,-73.97218,"(40.604195, -73.97218)"
40.84383,-73.886375,"(40.84383, -73.886375)"
40.759163,-73.988396,"(40.759163, -73.988396)"
40.652927,-73.959335,"(40.652927, -73.959335)"
40.69097,-73.94833,"(40.69097, -73.94833)"
40.718864,-73.97483,"(40.718864, -73.97483)"
40.683174,-73.87389,"(40.683174, -73.87389)"
,,
40.749744,-73.884315,"(40.749744, -73.884315)"
40.738316,-73.98773,"(40.738316, -73.98773)"
40.839382,-73.84531,"(40.839382, -73.84531)"
40.66806,-73.90394,"(40.66806, -73.90394)"
40.74715,-73.985504,"(40.74715, -73.985504)"
40.663776,-73.889915,"(40.663776, -73.889915)"
40.843903,-73.927284,"(40.843903, -73.927284)"
40.836296,-73.87369,"(40.836296, -73.87369)"
40.655285,-73.93658,"(40.655285, -73.93658)"
40.70166,-73.961464,"(40.70166, -73.961464)"
40.64606,-74.01648,"(40.64606, -74.01648)"
,,
40.72119,-73.761185,"(40.72119, -73.761185)"
40.708363,-73.87203,"(40.708363, -73.87203)"
40.674004,-73.81881,"(40.674004, -73.81881)"
40.729176,-73.87898,"(40.729176, -73.87898)"
40.745766,-73.86421,"(40.745766, -73.86421)"
40.86832,-73.83317,"(40.86832, -73.83317)"
40.598515,-73.766464,"(40.598515, -73.766464)"
40.695004,-73.9525,"(40.695004, -73.9525)"
40.72773,-73.90674,"(40.72773, -73.90674)"
40.704563,-73.91066,"(40.704563, -73.91066)"
40.66807,-73.80789,"(40.66807, -73.80789)"
40.66944,-73.883995,"(40.66944, -73.883995)"
40.684082,-73.90864,"(40.684082, -73.90864)"
40.69349,-73.97917,"(40.69349, -73.97917)"
40.765266,-73.81517,"(40.765266, -73.81517)"
40.74613,-73.83605,"(40.74613, -73.83605)"
40.74708,-73.98135,"(40.74708, -73.98135)"
40.87482,-73.877,"(40.87482, -73.877)"
40.70399,-73.85589,"(40.70399, -73.85589)"
40.649788,-73.9622,"(40.649788, -73.9622)"
40.69507,-73.80114,"(40.69507, -73.80114)"
40.788673,-73.97136,"(40.788673, -73.97136)"
40.847897,-73.92499,"(40.847897, -73.92499)"
40.68896,-73.93326,"(40.68896, -73.93326)"
40.695377,-73.94921,"(40.695377, -73.94921)"
40.880657,-73.877625,"(40.880657, -73.877625)"
40.828114,-73.93107,"(40.828114, -73.93107)"
40.781265,-73.97599,"(40.781265, -73.97599)"
40.848736,-73.93234,"(40.848736, -73.93234)"
,,
40.65989,-73.90536,"(40.65989, -73.90536)"
40.748436,-73.984566,"(40.748436, -73.984566)"
40.61033,-73.95932,"(40.61033, -73.95932)"
40.752556,-73.92972,"(40.752556, -73.92972)"
40.829697,-73.91313,"(40.829697, -73.91313)"
40.718826,-73.98424,"(40.718826, -73.98424)"
40.65241,-73.9264,"(40.65241, -73.9264)"
,,
40.852673,-73.919106,"(40.852673, -73.919106)"
40.851555,-73.952446,"(40.851555, -73.952446)"
40.707928,-73.784294,"(40.707928, -73.784294)"
40.891876,-73.8616,"(40.891876, -73.8616)"
40.58947,-73.80105,"(40.58947, -73.80105)"
40.74668,-73.9745,"(40.74668, -73.9745)"
40.85814,-73.895744,"(40.85814, -73.895744)"
40.708626,-73.94513,"(40.708626, -73.94513)"
,,
40.73464,-73.87421,"(40.73464, -73.87421)"
40.62855,-73.952835,"(40.62855, -73.952835)"
40.65563,-73.92596,"(40.65563, -73.92596)"
40.687046,-73.792114,"(40.687046, -73.792114)"
40.70326,-73.86474,"(40.70326, -73.86474)"
0,0,"(0.0, 0.0)"
,,
40.633114,-73.94928,"(40.633114, -73.94928)"
40.62046,-74.07641,"(40.62046, -74.07641)"
40.75964,-73.95817,"(40.75964, -73.95817)"
40.64254,-73.87652,"(40.64254, -73.87652)"
40.783146,-73.97833,"(40.783146, -73.97833)"
40.705452,-73.78149,"(40.705452, -73.78149)"
40.74425,-73.7334,"(40.74425, -73.7334)"
40.75348,-73.980896,"(40.75348, -73.980896)"
40.84307,-73.848076,"(40.84307, -73.848076)"
40.620914,-73.9753,"(40.620914, -73.9753)"
40.80889,-73.95581,"(40.80889, -73.95581)"
40.78847,-73.968895,"(40.78847, -73.968895)"
40.712776,-73.90601,"(40.712776, -73.90601)"
40.75868,-73.87552,"(40.75868, -73.87552)"
,,
40.74661,-73.86473,"(40.74661, -73.86473)"
40.835705,-73.88875,"(40.835705, -73.88875)"
40.688404,-73.93803,"(40.688404, -73.93803)"
40.781715,-73.823845,"(40.781715, -73.823845)"
40.730644,-73.97329,"(40.730644, -73.97329)"
40.75218,-73.85201,"(40.75218, -73.85201)"
40.731422,-73.94641,"(40.731422, -73.94641)"
40.761234,-73.96389,"(40.761234, -73.96389)"
40.668976,-73.90668,"(40.668976, -73.90668)"
,,
40.637276,-73.93177,"(40.637276, -73.93177)"
40.788685,-73.94386,"(40.788685, -73.94386)"
,,
40.87356,-73.81853,"(40.87356, -73.81853)"
40.795006,-73.9485,"(40.795006, -73.9485)"
40.820095,-73.955086,"(40.820095, -73.955086)"
40.594334,-73.990944,"(40.594334, -73.990944)"
40.666306,-73.79171,"(40.666306, -73.79171)"
40.673008,-73.97851,"(40.673008, -73.97851)"
40.583626,-73.98407,"(40.583626, -73.98407)"
40.874474,-73.90031,"(40.874474, -73.90031)"
40.633995,-73.98138,"(40.633995, -73.98138)"
40.772327,-73.94531,"(40.772327, -73.94531)"
40.704937,-73.94932,"(40.704937, -73.94932)"
40.653873,-74.008156,"(40.653873, -74.008156)"
,,
,,
40.677917,-73.93861,"(40.677917, -73.93861)"
40.59857,-73.9689,"(40.59857, -73.9689)"
40.809563,-73.92923,"(40.809563, -73.92923)"
40.68836,-73.96444,"(40.68836, -73.96444)"
40.666737,-73.90224,"(40.666737, -73.90224)"
40.713173,-73.90076,"(40.713173, -73.90076)"
40.73006,-73.710754,"(40.73006, -73.710754)"
40.652317,-73.92752,"(40.652317, -73.92752)"
40.76122,-73.93056,"(40.76122, -73.93056)"
40.588722,-73.960464,"(40.588722, -73.960464)"
40.643456,-73.972725,"(40.643456, -73.972725)"
40.865532,-73.86238,"(40.865532, -73.86238)"
40.67612,-73.936005,"(40.67612, -73.936005)"
40.620663,-74.1524,"(40.620663, -74.1524)"
40.72166,-73.888664,"(40.72166, -73.888664)"
40.733723,-73.72516,"(40.733723, -73.72516)"
40.745686,-73.97213,"(40.745686, -73.97213)"
40.875294,-73.9088,"(40.875294, -73.9088)"
40.803555,-73.91184,"(40.803555, -73.91184)"
40.7605,-73.95699,"(40.7605, -73.95699)"
40.661995,-73.91959,"(40.661995, -73.91959)"
40.69045,-73.959435,"(40.69045, -73.959435)"
40.658672,-73.90019,"(40.658672, -73.90019)"
40.711227,-73.72826,"(40.711227, -73.72826)"
40.700485,-73.93637,"(40.700485, -73.93637)"
40.816555,-73.91755,"(40.816555, -73.91755)"
40.861862,-73.91282,"(40.861862, -73.91282)"
40.875793,-73.85465,"(40.875793, -73.85465)"
40.68657,-73.776146,"(40.68657, -73.776146)"
40.654705,-74.00731,"(40.654705, -74.00731)"
40.637054,-73.98643,"(40.637054, -73.98643)"
40.6191,-74.159615,"(40.6191, -74.159615)"
,,
40.734566,-73.72269,"(40.734566, -73.72269)"
40.714912,-73.94784,"(40.714912, -73.94784)"
40.74734,-73.88673,"(40.74734, -73.88673)"
40.6963,-73.97545,"(40.6963, -73.97545)"
40.63598,-73.915146,"(40.63598, -73.915146)"
40.724358,-73.742516,"(40.724358, -73.742516)"
40.586277,-73.9862,"(40.586277, -73.9862)"
40.671932,-73.85165,"(40.671932, -73.85165)"
40.650703,-73.920586,"(40.650703, -73.920586)"
,,
40.61378,-74.07225,"(40.61378, -74.07225)"
40.727375,-73.90313,"(40.727375, -73.90313)"
40.573204,-74.09711,"(40.573204, -74.09711)"
,,
40.671604,-73.86907,"(40.671604, -73.86907)"
40.740276,-73.92782,"(40.740276, -73.92782)"
,,
40.684,-73.95031,"(40.684, -73.95031)"
40.704494,-73.81743,"(40.704494, -73.81743)"
40.845642,-73.90211,"(40.845642, -73.90211)"
,,
40.82681,-73.85361,"(40.82681, -73.85361)"
40.681168,-73.92941,"(40.681168, -73.92941)"
40.64739,-73.92314,"(40.64739, -73.92314)"
40.687138,-73.75136,"(40.687138, -73.75136)"
,,
40.865143,-73.87204,"(40.865143, -73.87204)"
40.866673,-73.90896,"(40.866673, -73.90896)"
40.72313,-73.90614,"(40.72313, -73.90614)"
40.674934,-73.80186,"(40.674934, -73.80186)"
40.708363,-73.92401,"(40.708363, -73.92401)"
40.739525,-73.92512,"(40.739525, -73.92512)"
40.637997,-74.02136,"(40.637997, -74.02136)"
40.750965,-73.94027,"(40.750965, -73.94027)"
40.671585,-73.99843,"(40.671585, -73.99843)"
40.694294,-73.74868,"(40.694294, -73.74868)"
40.810173,-73.95117,"(40.810173, -73.95117)"
40.694748,-73.73427,"(40.694748, -73.73427)"
40.687103,-73.89251,"(40.687103, -73.89251)"
0,0,"(0.0, 0.0)"
40.861744,-73.911804,"(40.861744, -73.911804)"
40.741074,-73.7258,"(40.741074, -73.7258)"
40.67875,-73.794,"(40.67875, -73.794)"
40.666943,-73.890144,"(40.666943, -73.890144)"
40.6635,-73.94276,"(40.6635, -73.94276)"
40.850304,-73.85137,"(40.850304, -73.85137)"
40.827824,-73.91934,"(40.827824, -73.91934)"
40.575832,-74.12409,"(40.575832, -74.12409)"
40.730366,-73.91388,"(40.730366, -73.91388)"
40.640945,-73.94852,"(40.640945, -73.94852)"
40.784237,-73.947075,"(40.784237, -73.947075)"
40.76803,-73.87722,"(40.76803, -73.87722)"
40.669823,-73.90981,"(40.669823, -73.90981)"
40.659336,-73.92726,"(40.659336, -73.92726)"
,,
40.616093,-74.14523,"(40.616093, -74.14523)"
40.763546,-73.88209,"(40.763546, -73.88209)"
40.637234,-73.97266,"(40.637234, -73.97266)"
40.62614,-74.14276,"(40.62614, -74.14276)"
,,
40.638313,-73.95751,"(40.638313, -73.95751)"
40.651352,-73.89275,"(40.651352, -73.89275)"
40.696564,-73.79125,"(40.696564, -73.79125)"
40.72728,-73.97906,"(40.72728, -73.97906)"
40.67816,-73.897484,"(40.67816, -73.897484)"
40.905174,-73.85417,"(40.905174, -73.85417)"
40.810387,-73.91521,"(40.810387, -73.91521)"
40.754044,-73.990074,"(40.754044, -73.990074)"
40.755234,-73.941246,"(40.755234, -73.941246)"
40.708675,-73.93699,"(40.708675, -73.93699)"
40.65103,-73.93032,"(40.65103, -73.93032)"
40.645985,-74.00723,"(40.645985, -74.00723)"
40.794773,-73.816185,"(40.794773, -73.816185)"
40.845467,-73.940475,"(40.845467, -73.940475)"
40.643875,-74.01887,"(40.643875, -74.01887)"
40.658947,-73.73472,"(40.658947, -73.73472)"
40.69168,-73.999344,"(40.69168, -73.999344)"
40.59727,-73.99868,"(40.59727, -73.99868)"
40.878155,-73.84005,"(40.878155, -73.84005)"
40.696983,-73.935234,"(40.696983, -73.935234)"
40.821075,-73.882126,"(40.821075, -73.882126)"
40.88765,-73.84167,"(40.88765, -73.84167)"
40.687843,-73.82005,"(40.687843, -73.82005)"
40.673252,-73.87773,"(40.673252, -73.87773)"
,,
40.6699,-73.95116,"(40.6699, -73.95116)"
40.667683,-73.99608,"(40.667683, -73.99608)"
40.63529,-73.958206,"(40.63529, -73.958206)"
40.71772,-73.96202,"(40.71772, -73.96202)"
40.857605,-73.93778,"(40.857605, -73.93778)"
40.7491,-73.984085,"(40.7491, -73.984085)"
40.71493,-73.79316,"(40.71493, -73.79316)"
40.721985,-73.98552,"(40.721985, -73.98552)"
40.5843,-74.16492,"(40.5843, -74.16492)"
40.67983,-73.9583,"(40.67983, -73.9583)"
40.730198,-73.954254,"(40.730198, -73.954254)"
40.821117,-73.957466,"(40.821117, -73.957466)"
40.849167,-73.92393,"(40.849167, -73.92393)"
40.579826,-73.97622,"(40.579826, -73.97622)"
40.681335,-73.97667,"(40.681335, -73.97667)"
40.756725,-73.96,"(40.756725, -73.96)"
40.756557,-73.87594,"(40.756557, -73.87594)"
40.67792,-73.9182,"(40.67792, -73.9182)"
40.607876,-73.92554,"(40.607876, -73.92554)"
40.607643,-74.03375,"(40.607643, -74.03375)"
40.540188,-74.149,"(40.540188, -74.149)"
40.616306,-74.03348,"(40.616306, -74.03348)"
,,
40.583874,-73.823044,"(40.583874, -73.823044)"
40.877827,-73.879585,"(40.877827, -73.879585)"
40.714554,-73.83147,"(40.714554, -73.83147)"
40.763668,-73.82303,"(40.763668, -73.82303)"
,,
40.705246,-73.95908,"(40.705246, -73.95908)"
40.77451,-73.838036,"(40.77451, -73.838036)"
40.768482,-73.95255,"(40.768482, -73.95255)"
40.797405,-73.942535,"(40.797405, -73.942535)"
40.74058,-73.978935,"(40.74058, -73.978935)"
40.829723,-73.8981,"(40.829723, -73.8981)"
40.7406,-73.81025,"(40.7406, -73.81025)"
40.71363,-73.917885,"(40.71363, -73.917885)"
40.647594,-73.97351,"(40.647594, -73.97351)"
40.760403,-73.98748,"(40.760403, -73.98748)"
40.71975,-73.992165,"(40.71975, -73.992165)"
40.834503,-73.93037,"(40.834503, -73.93037)"
40.63115,-74.076454,"(40.63115, -74.076454)"
40.835724,-73.92129,"(40.835724, -73.92129)"
40.6354,-74.106674,"(40.6354, -74.106674)"
40.781647,-73.833664,"(40.781647, -73.833664)"
40.68837,-73.98056,"(40.68837, -73.98056)"
40.790417,-73.95184,"(40.790417, -73.95184)"
40.6481,-73.91474,"(40.6481, -73.91474)"
40.71275,-73.7673,"(40.71275, -73.7673)"
40.60069,-74.010056,"(40.60069, -74.010056)"
40.738068,-73.861046,"(40.738068, -73.861046)"
40.680496,-73.821365,"(40.680496, -73.821365)"
40.61924,-73.954124,"(40.61924, -73.954124)"
40.629105,-74.034645,"(40.629105, -74.034645)"
40.699818,-73.920135,"(40.699818, -73.920135)"
,,
40.69802,-73.7623,"(40.69802, -73.7623)"
,,
,,
40.62893,-73.971375,"(40.62893, -73.971375)"
40.831177,-73.942085,"(40.831177, -73.942085)"
40.675037,-73.930534,"(40.675037, -73.930534)"
40.64884,-73.95102,"(40.64884, -73.95102)"
40.757725,-73.779274,"(40.757725, -73.779274)"
40.766586,-73.9531,"(40.766586, -73.9531)"
40.833126,-73.828285,"(40.833126, -73.828285)"
40.834675,-73.930275,"(40.834675, -73.930275)"
40.600883,-73.958694,"(40.600883, -73.958694)"
40.863647,-73.8918,"(40.863647, -73.8918)"
40.593002,-74.159,"(40.593002, -74.159)"
40.689426,-73.94223,"(40.689426, -73.94223)"
40.75458,-73.99915,"(40.75458, -73.99915)"
40.741394,-73.82303,"(40.741394, -73.82303)"
40.676594,-73.89038,"(40.676594, -73.89038)"
40.76468,-73.9643,"(40.76468, -73.9643)"
40.832764,-73.94583,"(40.832764, -73.94583)"
40.698544,-73.96236,"(40.698544, -73.96236)"
40.747536,-73.89344,"(40.747536, -73.89344)"
40.540833,-74.159386,"(40.540833, -74.159386)"
40.670017,-73.746185,"(40.670017, -73.746185)"
40.694996,-73.97022,"(40.694996, -73.97022)"
40.676758,-73.917404,"(40.676758, -73.917404)"
40.80124,-73.94183,"(40.80124, -73.94183)"
,,
40.667377,-73.880394,"(40.667377, -73.880394)"
40.734135,-73.9992,"(40.734135, -73.9992)"
40.679935,-73.91389,"(40.679935, -73.91389)"
40.715252,-73.74891,"(40.715252, -73.74891)"
40.684475,-73.97408,"(40.684475, -73.97408)"
40.67816,-74.01416,"(40.67816, -74.01416)"
,,
40.79099,-73.96518,"(40.79099, -73.96518)"
40.780125,-73.95304,"(40.780125, -73.95304)"
40.800262,-73.94554,"(40.800262, -73.94554)"
40.682842,-73.9766,"(40.682842, -73.9766)"
40.660316,-73.913216,"(40.660316, -73.913216)"
40.8053,-73.94728,"(40.8053, -73.94728)"
40.834507,-73.91772,"(40.834507, -73.91772)"
40.758224,-73.91741,"(40.758224, -73.91741)"
40.824734,-73.94854,"(40.824734, -73.94854)"
40.855873,-73.79149,"(40.855873, -73.79149)"
40.686115,-73.86992,"(40.686115, -73.86992)"
40.693176,-73.95214,"(40.693176, -73.95214)"
40.755337,-73.843254,"(40.755337, -73.843254)"
40.641895,-73.93324,"(40.641895, -73.93324)"
40.83878,-73.918106,"(40.83878, -73.918106)"
40.663227,-73.93159,"(40.663227, -73.93159)"
40.76151,-73.88361,"(40.76151, -73.88361)"
40.70042,-73.956566,"(40.70042, -73.956566)"
40.609436,-74.0694,"(40.609436, -74.0694)"
40.64393,-73.99933,"(40.64393, -73.99933)"
40.61636,-74.15677,"(40.61636, -74.15677)"
40.761303,-73.86043,"(40.761303, -73.86043)"
40.694836,-73.96915,"(40.694836, -73.96915)"
40.580658,-73.985664,"(40.580658, -73.985664)"
40.872303,-73.84665,"(40.872303, -73.84665)"
40.639805,-73.95132,"(40.639805, -73.95132)"
40.60871,-73.74768,"(40.60871, -73.74768)"
40.758156,-73.89627,"(40.758156, -73.89627)"
